SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;TERMINAL;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S002;390;32.0;183.06;8.25;0;0;0;18;15:30;8.17;10.17;24.0;42.33;TRANSPETRO;BERÇO AL 01;20;09:50;20;11:40;20;11:40;21;09:50;21;09:20;21;10:50
S002;391;30.0;222.15;8.9;0;0;0;18;10:12;0.03;0.0;0.72;0.75;SANTOSBR;BERÇO TECON 3;18;11:00;18;11:50;18;11:50;18;19:10;18;19:15;18;20:25
S002;392;51.0;336.0;9.4;1;0;0;18;06:52;65.17;1.0;20.67;86.83;DPW;BERÇO DPW 1;21;21:45;21;23:25;21;23:25;23;15:10;;;;;;
S002;393;32.0;229.0;7.3;0;0;0;18;00:45;0.08;0.0;1.42;1.5;CUTRALE;BERÇO CUTRALE;18;02:15;18;03:15;18;03:15;19;16:50;19;16:30;19;17:10
S002;394;18.0;116.9;4.5;0;0;0;19;17:30;0.08;0.0;0.08;0.17;AGEO_NORTE;BERÇO IB OE;19;17:40;19;19:20;19;19:20;22;01:45;;;;;;
S002;395;22.0;119.9;7.3;0;0;0;19;21:00;0.08;6.92;0.0;7.0;AGEO_NORTE;BERÇO Ageo I;20;04:00;20;05:40;20;05:40;23;12:25;;;;;;
S002;396;26.0;170.0;9.2;0;0;0;19;20:40;0.08;0.0;0.08;0.17;AGEO_TERMINAIS;BERÇO IB SP;19;20:50;19;22:10;19;22:10;21;12:00;21;11:05;21;12:45
S002;397;45.0;299.9;11.6;0;0;0;19;01:00;0.42;0.0;0.0;0.42;BTP;BERÇO BTP 1;19;01:25;19;03:10;19;03:10;20;02:30;20;02:30;20;03:55
S002;398;29.0;173.0;7.3;0;0;0;19;06:30;41.42;1.0;20.33;62.75;DPW CELULOSE;BERÇO DPW 4;21;21:15;21;22:45;21;22:45;24;22:50;;;;;;
S002;399;43.0;270.9;12.3;0;0;0;19;11:46;12.17;0.0;0.0;12.17;DPW;BERÇO DPW 2;20;00:00;20;01:35;20;01:35;20;17:40;20;17:40;20;18:55
S002;400;29.0;176.75;9.72;0;0;0;19;17:00;0.08;0.0;2.08;2.17;OUTROS_OUT;BERÇO ARM 22/23;19;19:10;19;20:10;19;20:10;24;01:35;;;;;;
S002;401;30.0;222.14;8.1;0;0;0;19;12:30;11.5;0.0;0.42;11.92;SANTOSBR;BERÇO TECON 2;20;00:25;20;01:35;20;01:35;20;03:55;20;10:25;20;11:15
S002;402;37.0;256.07;10.1;0;0;0;19;07:12;0.0;0.0;0.0;0.0;SANTOSBR;BERÇO TECON 1.2;19;07:15;19;08:05;19;08:05;19;19:35;19;19:35;19;20:45
S002;403;28.0;174.38;7.2;0;0;0;19;14:00;0.08;4.67;0.0;4.75;STOLTHAVEN;BERÇO AL 02;19;18:45;19;20:15;19;20:15;21;18:55;21;18:30;21;20:20
S002;405;28.0;179.99;6.37;0;0;0;19;15:18;8.67;0.0;6.25;14.92;TIPLAM;BERÇO TIPLAM 1;20;06:15;20;08:40;20;08:40;26;10:50;;;;;;
S002;407;24.0;146.5;9.7;0;0;0;20;09:06;0.85;14.9;13.17;28.92;AGEO_TERMINAIS;BERÇO IB SP;21;14:05;21;15:25;21;15:25;23;02:05;;;;;;
S002;408;36.0;228.41;7.05;0;0;0;20;21:53;0.0;0.0;0.0;0.0;AUTORIDADE_PONTA;BERÇO ARM 37;20;21:55;20;22:55;20;22:55;26;03:50;;;;;;
S002;409;32.0;214.0;8.86;0;0;0;20;04:00;0.08;0.0;0.75;0.83;BTP;BERÇO BTP 2;20;04:50;20;06:35;20;06:35;21;15:00;21;14:15;21;15:40
S002;410;48.0;337.0;12.0;1;0;0;20;08:30;0.08;15.5;12.75;28.33;BTP;BERÇO BTP 2;21;12:50;21;14:40;21;14:40;22;10:35;;;;;;
S002;411;48.0;299.92;13.95;1;0;0;20;01:15;0.08;0.0;5.33;5.42;BTP;BERÇO BTP 3;20;06:40;20;08:10;20;08:10;21;16:15;21;16:20;21;18:10
S002;412;48.0;330.0;14.25;1;0;0;20;00:30;0.17;0.0;4.67;4.83;BTP;BERÇO BTP 1;20;05:20;20;06:50;20;06:50;21;08:05;21;07:10;21;09:00
S002;414;32.0;194.87;8.9;0;0;0;20;06:00;0.08;11.83;1.08;13.0;DPW;BERÇO DPW 2;20;19:00;20;20:35;20;20:35;21;22:35;;;;;;
S002;415;32.0;179.95;9.23;0;0;0;20;14:45;0.08;0.0;0.0;0.08;OUTROS_MACUCO;BERÇO ARM 32;20;14:50;20;15:40;20;15:40;31;10:35;;;;;;
S002;416;32.0;197.0;8.8;0;0;0;20;01:20;0.08;0.0;4.42;4.5;OUTROS_SABOO;BERÇO CS 01;20;05:50;20;07:10;20;07:10;27;14:40;;;;;;
S002;417;19.0;88.8;5.3;0;0;0;20;20:55;0.08;0.0;0.33;0.42;SAIPEM;BERÇO SAIPEM 1;20;21:20;20;22:10;20;22:10;22;17:45;;;;;;
S002;418;25.0;182.47;8.7;0;0;0;20;17:00;0.08;0.0;0.0;0.08;SANTOSBR;BERÇO TECON 2;20;17:05;20;17:55;20;17:55;21;07:10;21;06:15;21;07:25
S002;419;37.0;255.0;10.5;0;0;0;20;12:30;0.08;0.0;0.0;0.08;SANTOSBR;BERÇO TECON 1.2;20;12:35;20;13:25;20;13:25;20;23:05;20;23:05;21;00:15
S002;420;26.0;170.0;7.35;0;0;0;20;08:02;0.0;0.0;0.0;0.0;CUTRALE;BERÇO CUTRALE;20;08:05;20;09:05;20;09:05;21;19:40;21;18:45;21;19:25
S002;426;32.0;199.98;9.8;0;0;0;21;14:17;0.03;0.0;1.38;1.42;AUTORIDADE_OUT;BERÇO ARM 20/21;21;15:45;21;17:05;21;17:05;25;16:20;;;;;;
S002;431;23.0;161.12;7.6;0;0;0;21;04:45;0.08;0.0;0.0;0.08;OUTROS_ALAMOA;BERÇO AL 03;21;04:50;21;06:20;21;06:20;22;13:05;;;;;;
S002;435;32.0;257.38;7.9;0;0;0;21;16:00;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 1.1;21;16:10;21;17:00;21;17:00;22;04:10;;;;;;
S002;436;51.0;335.9;13.3;1;0;0;21;00:30;0.08;0.0;0.0;0.08;SANTOSBR;BERÇO TECON 3;21;00:35;21;01:30;21;01:30;21;17:45;21;17:45;21;19:00
S002;16;32.0;199.9;6.6;0;0;0;-7;14:00;0.0;0.0;0.0;0.0;AUTORIDADE_OUT;BERÇO ARM 20/21;;;;;;;;;2;12:25;2;13:25
S002;29;32.0;225.0;8.0;0;0;0;-6;03:00;0.0;0.0;0.0;0.0;AUTORIDADE_MACUCO;BERÇO ARM 32;;;;;;;;;1;20:20;1;21:10
S002;45;33.0;224.96;7.0;0;0;0;-6;11:36;0.0;0.0;0.0;0.0;TGRAO;BERÇO OUT 3;;;;;;;;;1;12:40;1;13:35
S002;72;23.0;142.4;7.0;0;0;0;-3;09:30;0.0;0.0;0.0;0.0;AGEO_TERMINAIS;BERÇO IB OE;;;;;;;;;2;11:20;2;13:00
S002;73;32.0;183.06;11.4;0;0;0;-3;12:00;0.0;0.0;0.0;0.0;AGEO_TERMINAIS;BERÇO Ageo I;;;;;;;;;1;15:20;1;17:00
S002;81;32.0;204.35;11.6;0;0;0;-3;08:30;0.0;0.0;0.0;0.0;DPW CELULOSE;BERÇO DPW 4;;;;;;;;;1;15:20;1;16:30
S002;87;51.0;335.93;13.3;1;0;0;-3;21:18;0.0;0.0;0.0;0.0;SANTOSBR;BERÇO TECON 3;;;;;;;;;1;08:50;1;10:05
S002;91;32.0;186.07;8.2;0;0;0;-2;20:04;0.0;0.0;0.0;0.0;AGEO_TERMINAIS;BERÇO IB SP;;;;;;;;;1;20:20;1;22:00
S002;96;43.0;270.9;10.8;0;0;0;-2;03:00;0.0;0.0;0.0;0.0;DPW;BERÇO DPW 1;;;;;;;;;2;09:45;2;11:20
S002;103;32.0;213.88;8.5;0;0;0;-1;07:30;0.0;0.0;0.0;0.0;BTP;BERÇO VAL;;;;;;;;;1;04:10;1;05:50
S002;106;32.25;294.1;12.55;0;0;0;-1;17:00;0.0;0.0;0.0;0.0;DPW;BERÇO DPW 2;;;;;;;;;1;12:25;1;14:00
S002;110;38.0;229.2;7.9;0;0;0;-1;07:45;0.0;0.0;0.0;0.0;OUTROS_PAQUETA;BERÇO ARM 12A;;;;;;;;;5;17:30;5;18:35
S002;112;33.0;177.9;8.2;0;0;0;-1;13:20;0.0;0.0;0.0;0.0;SAIPEM;BERÇO SAIPEM 1;;;;;;;;;5;13:55;5;14:25
S002;113;32.0;231.0;11.5;0;0;0;-1;10:00;0.0;0.0;0.0;0.0;SANTOSBR;BERÇO TECON 2;;;;;;;;;1;12:00;1;13:10
S002;115;25.0;182.47;7.6;0;0;0;-1;13:00;0.0;0.0;0.0;0.0;SANTOSBR;BERÇO TECON 1.1;;;;;;;;;1;05:30;1;06:40
S002;117;21.0;134.75;7.9;0;0;0;0;04:23;0.0;0.0;0.0;0.0;AGEO_TERMINAIS;BERÇO IB BC;;;;;;;;;2;14:00;2;15:40
S002;119;48.0;329.86;12.4;1;0;0;0;00:01;0.0;0.0;0.0;0.0;BTP;BERÇO BTP 2;;;;;;;;;2;01:35;2;03:25
S002;122;36.0;199.99;8.65;0;0;0;0;17:30;0.0;0.0;0.0;0.0;OUTROS_LIBRA;BERÇO ARM 34;;;;;;;;;2;15:15;2;16:05
S002;124;32.23;183.05;8.8;0;0;0;0;07:45;0.0;0.0;0.0;0.0;TRANSPETRO;BERÇO AL 01;;;;;;;;;2;21:45;2;23:15
S002;126;19.0;88.8;4.9;0;0;0;0;14:05;0.0;0.0;0.0;0.0;SAIPEM;BERÇO SAIPEM 2;;;;;;;;;3;01:00;3;01:30
S002;127;37.0;255.0;10.3;0;0;0;0;05:30;0.0;0.0;0.0;0.0;SANTOSBR;BERÇO TECON 1.2;;;;;;;;;1;02:00;1;03:10
