SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;OPERATION_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S012;209;18.0;85.34;5.0;0;0;0;7;09:05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.16666666666667;7;09:15;10;09:30;BERÇO SAIPEM 3;SAIPEM;BERÇO SAIPEM 1;7;09:05;7;09:55;7;09:55;10;10:05;10;10:05;10;10:35
S012;210;32.0;183.06;9.5;0;0;0;7;10:00;254.0;0.0;0.17;254.17;0.0;0.0;0.0;57.5;19;08:50;22;08:50;BERÇO AL 02;TRANSPETRO;BERÇO AL 01;18;00:10;18;02:00;18;02:00;20;11:30;20;11:30;20;13:00
S012;212;30.0;179.97;10.46;0;0;0;7;14:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.91666666666667;7;18:51;11;18:04;BERÇO CS 02;OUTROS_SABOO;BERÇO CS 01;7;14:00;7;15:20;7;15:20;11;11:15;11;11:15;11;12:55
S012;213;28.0;177.85;10.16;0;0;0;7;14:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;303.9166666666667;7;19:05;20;14:59;BERÇO ARM 13/14;OUTROS_PAQUETA;BERÇO ARM 13/14;7;14:30;7;15:35;7;15:35;20;07:30;20;07:30;20;08:55
S012;214;22.0;119.9;7.6;0;0;0;7;15:00;0.0;0.0;0.0;0.0;0.0;0.25;0.25;48.333333333333336;7;19:03;10;02:46;BERÇO IB BC;AGEO_TERMINAIS;BERÇO Ageo I;7;15:00;7;16:40;7;16:40;9;17:00;9;17:15;9;18:35
S012;215;32.0;199.9;6.4;0;0;0;7;17:45;102.25;2.33;0.0;104.58;0.0;0.08;0.08;81.91666666666667;13;20:45;17;12:05;BERÇO ARM 37;AUTORIDADE_PONTA;BERÇO ARM 37;12;02:20;12;03:20;12;03:20;15;13:15;15;13:20;15;14:00
S012;216;43.0;270.93;10.0;0;0;0;7;21:00;0.0;0.0;0.42;0.42;0.0;1.5;1.5;15.25;7;22:25;8;16:41;BERÇO TECON 2;SANTOSBR;BERÇO TECON 2;7;21:25;7;22:35;7;22:35;8;13:50;8;15:20;8;16:10
S012;217;25.0;160.0;6.8;0;0;0;7;22:20;0.0;0.0;1.25;1.25;0.0;0.42;0.42;90.08333333333333;7;23:00;12;03:30;BERÇO Ageo I;AGEO_TERMINAIS;BERÇO IB OE;7;23:35;8;01:15;8;01:15;11;19:20;11;19:45;11;21:05
S012;218;17.0;82.3;4.4;0;0;0;7;22:40;0.0;0.0;0.0;0.0;0.0;0.25;0.25;18.333333333333332;7;22:50;8;17:20;BERÇO SAIPEM 1;SAIPEM;BERÇO SAIPEM 2;7;22:40;7;23:30;7;23:30;8;17:50;8;18:05;8;18:55
S012;219;32.0;183.1;9.8;0;0;0;7;22:52;0.0;0.0;0.33;0.33;0.0;0.0;0.0;60.416666666666664;7;23:59;10;16:10;BERÇO AL 03;OUTROS_ALAMOA;BERÇO AL 04;7;23:15;8;00:45;8;00:45;10;13:10;10;13:10;10;15:00
S012;220;32.0;179.95;7.5;0;0;0;7;23:30;168.5;0.0;0.25;168.75;1.17;2.08;3.25;58.333333333333336;16;01:37;18;15:35;BERÇO ARM 23;OUTROS_OUT;BERÇO ARM 23;15;00:15;15;01:10;15;01:10;17;11:30;17;14:45;17;16:00
S012;221;36.0;266.65;12.3;0;0;0;8;01:00;0.0;0.0;0.0;0.0;0.0;0.17;0.17;12.833333333333334;8;01:48;8;15:48;BERÇO TECON 3;SANTOSBR;BERÇO TECON 1.2;8;01:00;8;01:50;8;01:50;8;14:40;8;14:50;8;16:00
S012;222;35.0;185.97;9.45;0;0;0;8;02:00;0.0;0.0;0.0;0.0;0.0;0.17;0.17;12.083333333333334;8;12:29;9;07:35;BERÇO DPW 3;DPW - CGC;BERÇO DPW 1;8;02:00;8;03:15;8;03:15;8;15:20;8;15:30;8;17:05
S012;223;48.0;299.99;10.6;0;0;0;8;02:18;0.0;0.0;0.0;0.0;1.33;0.5;1.83;20.916666666666668;9;04:34;10;03:13;BERÇO BTP 2;BTP;BERÇO BTP 2;8;02:20;8;04:05;8;04:05;9;01:00;9;02:50;9;04:15
S012;224;33.0;183.1;9.6;0;0;0;8;03:48;0.0;0.0;0.58;0.58;0.0;0.0;0.0;59.25;8;04:56;10;16:10;BERÇO IB SP;AGEO_TERMINAIS;BERÇO IB SP;8;04:25;8;05:45;8;05:45;10;17:00;10;17:00;10;18:40
S012;225;30.0;222.15;10.0;0;0;0;8;04:00;0.0;0.0;0.5;0.5;0.0;0.75;0.75;6.166666666666667;8;04:42;8;12:40;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 3;8;04:30;8;05:20;8;05:20;8;11:30;8;12:15;8;13:25
S012;226;28.0;172.0;7.7;0;0;0;8;05:00;0.0;0.0;0.0;0.0;0.0;1.42;1.42;19.583333333333332;8;05:47;9;07:57;BERÇO TECON 1.1;SANTOSBR;BERÇO TECON 1.1;8;05:00;8;05:50;8;05:50;9;01:25;9;02:50;9;04:00
S012;227;32.0;199.9;8.12;0;0;0;8;05:05;0.0;0.0;0.08;0.08;0.0;0.0;0.0;41.083333333333336;8;05:50;10;01:18;BERÇO ARM 34;OUTROS_LIBRA;BERÇO ARM 34;8;05:10;8;06:20;8;06:20;9;23:25;9;23:25;10;00:15
S012;228;38.0;333.33;8.55;0;1;0;8;06:25;0.0;0.0;1.17;1.17;0.0;1.33;1.33;11.416666666666666;8;07:20;8;18:45;BERÇO OUT 1;CONCAIS;BERÇO ARM 31/32;8;07:35;8;08:45;8;08:45;8;20:10;8;21:30;8;22:40
S012;229;51.0;336.0;13.3;0;0;0;8;07:00;1.67;0.0;0.0;1.67;0.0;0.0;0.0;76.5;8;08:50;11;17:18;BERÇO DPW 1;DPW - CGC;BERÇO DPW 2;8;08:40;8;09:55;8;09:55;11;14:25;11;14:25;11;16:00
S012;230;34.0;223.91;9.3;0;0;0;8;07:25;88.58;5.08;0.0;93.67;0.0;2.67;2.67;23.583333333333332;13;09:55;14;14:10;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 1.1;12;05:05;12;05:55;12;05:55;13;05:30;13;08:10;13;09:20
S012;232;51.0;336.0;14.4;0;0;0;8;09:52;4.58;0.08;0.0;4.67;0.0;0.0;0.0;21.916666666666668;9;04:57;10;07:40;BERÇO TECON 3;SANTOSBR;BERÇO TECON 2;8;14:35;8;15:25;8;15:25;9;13:20;9;13:20;9;14:30
S012;233;37.0;227.97;10.0;0;0;0;8;12:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.666666666666668;8;13:12;9;12:48;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 3;8;12:00;8;12:50;8;12:50;9;09:30;9;09:30;9;10:40
S012;234;40.0;300.4;11.5;0;0;0;8;15:00;0.0;0.0;2.17;2.17;0.0;0.0;0.0;12.25;8;21:40;9;11:55;BERÇO BTP 3;BTP;BERÇO BTP 1;8;17:10;8;18:35;8;18:35;9;06:50;9;06:50;9;08:35
S012;235;32.0;189.97;6.73;0;0;0;8;17:45;37.0;61.0;18.33;116.33;0.0;0.08;0.08;22.833333333333332;11;14:00;12;16:56;BERÇO ARM 20/21;AUTORIDADE_OUT;BERÇO ARM 20/21;13;14:05;13;15:25;13;15:25;14;14:15;14;14:20;14;15:20
S012;236;43.0;270.93;10.9;0;0;0;8;19:01;124.92;12.25;0.0;137.17;0.17;1.5;1.67;21.5;15;13:15;16;13:13;BERÇO DPW 1;DPW - CGC;BERÇO DPW 2;14;12:15;14;13:50;14;13:50;15;11:20;15;13:00;15;14:15
S012;237;17.0;82.3;5.0;0;0;0;8;21:20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.58333333333333;8;21:35;12;14:15;BERÇO SAIPEM 1;SAIPEM;BERÇO SAIPEM 2;8;21:20;8;22:10;8;22:10;12;14:45;12;14:45;12;15:15
S012;238;32.0;183.0;8.0;0;0;0;8;23:10;0.0;0.0;0.83;0.83;0.0;0.0;0.0;32.166666666666664;9;00:50;10;18:22;BERÇO AL 01;TRANSPETRO;BERÇO AL 01;9;00:00;9;01:50;9;01:50;10;10:00;10;10:00;10;11:30
S012;239;48.0;333.2;11.8;0;0;0;9;00:50;0.83;0.0;0.25;1.08;0.0;0.42;0.42;27.333333333333332;9;01:54;10;08:40;BERÇO TECON 2;SANTOSBR;BERÇO TECON 1.2;9;01:55;9;02:45;9;02:45;10;06:05;10;06:30;10;07:40
S012;240;32.31;189.9;7.0;0;0;0;9;01:35;0.0;0.0;0.08;0.08;0.0;0.0;0.0;70.83333333333333;9;22:42;13;04:10;BERÇO TIPLAM 3;TIPLAM - GSA - E;BERÇO TIPLAM 3;9;01:40;9;04:05;9;04:05;12;02:55;12;02:55;12;04:50
S012;241;32.0;199.98;12.09;0;0;0;9;05:00;6.75;85.5;16.0;108.25;0.0;0.92;0.92;133.25;9;11:00;15;04:10;BERÇO ARM 35P1;OUTROS_MACUCO;BERÇO ARM 35P2;13;17:15;13;18:05;13;18:05;19;07:20;19;08:15;19;09:25
S012;242;50.0;305.0;8.52;0;1;0;9;05:42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.583333333333334;9;06:35;9;17:10;BERÇO ARM 31/32;CONCAIS;BERÇO OUT 1;9;05:45;9;07:00;9;07:00;9;17:35;9;17:35;9;18:30
S012;243;37.0;229.0;7.5;0;0;0;9;06:00;0.0;13.25;0.0;13.25;0.0;0.0;0.0;65.0;10;15:10;13;12:10;BERÇO TGG;TGG;BERÇO TGG;9;19:15;9;20:20;9;20:20;12;13:20;12;13:20;12;14:05
S012;244;52.0;331.43;8.65;0;1;0;9;06:15;0.0;0.0;0.0;0.0;0.0;0.17;0.17;10.333333333333334;9;07:10;9;17:30;BERÇO OUT 1;CONCAIS;BERÇO ARM 31/32;9;06:15;9;07:25;9;07:25;9;17:45;9;17:55;9;19:05
S012;245;40.0;272.05;10.7;0;0;0;9;07:00;0.0;1.75;0.0;1.75;0.0;0.0;0.0;16.583333333333332;9;14:50;10;09:15;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 3;9;08:45;9;09:35;9;09:35;10;02:10;10;02:10;10;03:20
S012;246;32.0;260.66;11.4;0;0;0;9;07:15;0.0;28.33;0.0;28.33;0.0;0.0;0.0;17.583333333333332;9;21:40;10;18:13;BERÇO DPW 2;DPW - CGC;BERÇO DPW 1;10;11:35;10;12:50;10;12:50;11;06:25;11;06:25;11;08:00
S012;247;32.0;229.0;8.02;0;0;0;9;07:51;46.5;10.42;0.0;56.92;0.0;0.0;0.0;40.0;12;22:22;14;23:03;BERÇO ARM 20/21;AUTORIDADE_OUT;BERÇO ARM 20/21;11;16:50;11;18:10;11;18:10;13;10:10;13;10:10;13;11:10
S012;248;51.0;335.93;10.0;0;0;0;9;08:30;1.17;15.42;0.0;16.58;0.0;0.0;0.0;23.5;10;11:20;11;14:25;BERÇO TECON 3;SANTOSBR;BERÇO TECON 3;10;01:05;10;02:15;10;02:15;11;01:45;11;01:45;11;02:35
S012;249;24.0;199.98;9.4;0;0;0;9;11:18;108.67;0.0;0.17;108.83;0.0;0.0;0.0;61.083333333333336;15;13:18;18;05:20;BERÇO TIPLAM 1;TIPLAM - GSM - I;BERÇO TIPLAM 1;14;00:10;14;02:05;14;02:05;16;15:10;16;15:10;16;17:35
S012;250;45.0;299.9;10.75;0;0;0;9;14:00;0.0;9.0;0.0;9.0;0.0;0.42;0.42;50.583333333333336;10;12:25;12;17:35;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 2;9;23:00;9;23:50;9;23:50;12;02:25;12;02:50;12;04:00
S012;251;18.0;116.9;4.6;0;0;0;9;14:06;0.0;0.0;0.5;0.5;0.0;0.0;0.0;21.083333333333332;10;06:00;11;15:35;BERÇO IB BC;AGEO_TERMINAIS;BERÇO IB BC;9;14:40;9;16:20;9;16:20;10;13:25;10;13:25;10;14:45
S012;252;32.0;199.97;9.0;0;0;1;9;15:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.666666666666666;9;15:50;10;08:10;BERÇO TEV;TEV;BERÇO TEV;9;15:00;9;16:15;9;16:15;10;03:55;10;03:55;10;04:50
S012;253;40.0;272.02;13.2;0;0;0;9;16:20;0.0;0.0;2.83;2.83;0.0;0.08;0.08;29.583333333333332;9;17:40;11;00:40;BERÇO BTP 3;BTP;BERÇO BTP 3;9;19:10;9;20:35;9;20:35;11;02:10;11;02:15;11;04:00
S012;254;32.0;199.0;8.8;0;0;1;9;17:30;0.0;11.42;0.0;11.42;0.0;0.0;0.0;13.166666666666666;10;13:23;11;08:27;BERÇO TEV;TEV;BERÇO TEV;10;04:55;10;06:10;10;06:10;10;19:20;10;19:20;10;20:15
S012;257;32.0;183.2;8.1;0;0;0;9;18:30;53.5;0.0;0.67;54.17;0.0;0.0;0.0;32.333333333333336;13;15:20;15;08:50;BERÇO AL 01;TRANSPETRO;BERÇO AL 02;12;00:40;12;02:30;12;02:30;13;10:50;13;10:50;13;12:20
S012;258;48.0;330.0;11.6;0;0;0;10;01:48;118.17;4.33;0.0;122.5;0.0;0.0;0.0;32.833333333333336;16;01:00;17;12:30;BERÇO BTP 2;BTP;BERÇO BTP 1;15;04:20;15;05:45;15;05:45;16;14:35;16;14:35;16;16:20
S012;259;32.0;188.0;6.4;0;0;0;10;02:23;0.0;0.0;3.08;3.08;0.42;0.0;0.42;31.166666666666668;10;03:15;11;12:50;BERÇO ARM 20/21;AUTORIDADE_OUT;BERÇO ARM 20/21;10;05:30;10;06:50;10;06:50;11;14:00;11;14:25;11;15:25
S012;260;44.0;323.0;8.5;0;1;0;10;05:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.833333333333334;10;05:55;10;17:45;BERÇO OUT 1;CONCAIS;BERÇO ARM 31/32;10;05:00;10;06:10;10;06:10;10;18:00;10;18:00;10;19:10
S012;261;44.0;289.59;8.3;0;1;0;10;06:30;0.83;0.0;0.58;1.42;0.08;0.0;0.08;10.666666666666666;10;07:25;10;18:05;BERÇO ARM 25;CONCAIS;BERÇO 25 + FRIG;10;07:55;10;09:10;10;09:10;10;19:50;10;19:55;10;21:10
S012;262;26.0;168.06;9.6;0;0;0;10;10:20;13.67;5.25;0.0;18.92;0.0;1.33;1.33;9.0;12;10:49;12;22:11;BERÇO DPW 2;DPW - CGC;BERÇO DPW 1;11;05:15;11;06:30;11;06:30;11;15:30;11;16:50;11;18:25
S012;263;27.0;170.08;6.8;0;0;0;10;11:48;36.17;6.58;0.0;42.75;0.0;0.75;0.75;20.25;13;01:40;14;00:17;BERÇO TECON 1.1;SANTOSBR;BERÇO TECON 1.2;12;06:35;12;07:45;12;07:45;13;04:00;13;04:45;13;05:35
S012;264;32.0;294.03;10.0;0;0;0;10;12:00;0.83;12.17;0.0;13.0;0.0;0.42;0.42;22.75;11;15:00;12;16:40;BERÇO TECON 3;SANTOSBR;BERÇO TECON 3;11;01:00;11;01:50;11;01:50;12;00:35;12;01:00;12;02:10
S012;266;48.0;333.2;14.4;0;0;0;10;15:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.083333333333336;10;16:22;12;11:40;BERÇO TECON 2;SANTOSBR;BERÇO TECON 1.2;10;15:30;10;16:20;10;16:20;12;07:25;12;07:25;12;08:35
S012;268;33.0;183.1;7.9;0;0;0;10;16:10;0.0;0.0;0.58;0.58;0.0;0.0;0.0;41.583333333333336;10;16:48;12;13:41;BERÇO AL 03;OUTROS_ALAMOA;BERÇO AL 04;10;16:45;10;18:15;10;18:15;12;11:50;12;11:50;12;13:40
S012;269;32.0;183.1;9.5;0;0;0;10;16:10;0.0;0.92;0.0;0.92;0.0;0.0;0.0;75.66666666666667;10;16:50;13;21:34;BERÇO IB SP;ADONAI;BERÇO IB BC;10;17:05;10;18:25;10;18:25;13;22:05;13;22:05;13;23:45
S012;271;19.0;88.8;5.3;0;0;0;10;21:10;0.0;0.0;0.08;0.08;0.0;0.0;0.0;18.0;10;21:20;11;15:30;BERÇO SAIPEM 2;SAIPEM;BERÇO SAIPEM 3;10;21:15;10;22:05;10;22:05;11;16:05;11;16:05;11;16:35
S012;272;29.0;179.86;9.2;0;0;0;10;22:30;193.5;0.0;0.17;193.67;0.0;0.0;0.0;23.75;20;17:36;21;23:15;BERÇO TIPLAM 1;TIPLAM - GL;BERÇO TIPLAM 1;19;00:10;19;02:05;19;02:05;20;01:50;20;01:50;20;04:15
S012;273;43.0;332.85;10.1;0;0;0;11;03:00;0.33;0.0;1.5;1.83;0.0;0.0;0.0;42.916666666666664;11;04:54;13;02:00;BERÇO BTP 3;BTP;BERÇO BTP 1;11;04:50;11;06:15;11;06:15;13;01:10;13;01:10;13;02:55
S012;274;32.0;228.99;8.65;0;0;0;11;04:45;0.0;0.0;0.17;0.17;0.0;0.08;0.08;43.25;11;06:10;13;04:07;BERÇO ARM 23;OUTROS_OUT;BERÇO ARM 25;11;04:55;11;05:50;11;05:50;13;01:05;13;01:10;13;02:25
S012;275;16.0;127.03;5.8;0;0;0;11;06:00;0.0;0.0;0.08;0.08;0.0;0.0;0.0;86.58333333333333;11;07:07;15;07:38;BERÇO CS 04;AUTORIDADE_SABOO;BERÇO CORTE;11;06:05;11;07:45;11;07:45;14;22:20;14;22:20;14;23:40
S012;276;40.0;293.2;10.5;0;0;0;11;06:12;40.92;0.0;0.0;40.92;0.58;0.33;0.92;16.5;14;00:45;14;18:38;BERÇO BTP 2;BTP;BERÇO BTP 2;12;23:10;13;00:35;13;00:35;13;17:05;13;18:00;13;19:45
S012;278;31.0;212.54;10.9;0;0;0;11;07:15;0.92;5.25;0.0;6.17;0.0;0.0;0.0;17.0;11;18:29;12;14:30;BERÇO DPW 1;DPW - CGC;BERÇO DPW 2;11;13:25;11;14:40;11;14:40;12;07:40;12;07:40;12;09:15
S012;280;40.0;272.05;9.5;0;0;0;11;08:00;16.0;2.25;0.0;18.25;0.0;0.0;0.0;19.666666666666668;13;08:50;14;06:18;BERÇO TECON 2;SANTOSBR;BERÇO TECON 2;12;02:15;12;03:05;12;03:05;12;22:45;12;22:45;12;23:55
S012;281;48.0;299.18;9.6;0;0;0;11;08:42;15.25;0.0;0.08;15.33;0.0;1.33;1.33;21.333333333333332;13;09:05;14;09:40;BERÇO BTP 3;BTP;BERÇO BTP 2;12;00:05;12;01:50;12;01:50;12;23:10;13;00:30;13;01:55
S012;282;32.0;213.88;8.2;0;0;0;11;14:00;130.67;10.92;0.0;141.58;0.0;1.58;1.58;40.583333333333336;18;00:23;19;19:15;BERÇO VAL;BTP;BERÇO BTP 2;17;11:35;17;13:20;17;13:20;19;05:55;19;07:30;19;08:55
S012;283;48.0;314.33;12.6;0;0;0;11;17:30;0.0;7.25;0.0;7.25;0.0;0.0;0.0;20.5;12;22:50;13;21:14;BERÇO TECON 3;SANTOSBR;BERÇO TECON 3;12;00:45;12;01:35;12;01:35;12;22:05;12;22:05;12;23:15
S012;284;24.0;146.6;6.1;0;0;0;11;19:00;0.0;0.0;0.33;0.33;0.0;1.08;1.08;64.16666666666667;11;20:05;14;14:50;BERÇO IB BC;ADONAI;BERÇO IB SP;11;19:20;11;21:00;11;21:00;14;13:10;14;14:15;14;15:35
S012;285;32.0;258.89;9.0;0;0;0;11;20:30;0.0;0.0;0.67;0.67;0.0;0.75;0.75;4.583333333333333;12;21:50;13;05:40;BERÇO TECON 2;SANTOSBR;BERÇO TECON 1.1;11;21:10;11;22:00;11;22:00;12;02:35;12;03:20;12;04:30
S012;286;35.0;185.96;8.2;0;0;0;11;20:35;26.58;0.0;0.33;26.92;0.0;0.0;0.0;21.666666666666668;14;14:48;15;14:15;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 3;12;23:30;13;00:20;13;00:20;13;22:00;13;22:00;13;23:10
S012;288;31.0;199.2;7.63;0;0;0;11;22:33;0.0;0.0;0.0;0.0;0.0;4.08;4.08;70.5;11;23:56;15;08:14;BERÇO CS 03;OUTROS_SABOO;BERÇO CS 02;11;22:35;11;23:55;11;23:55;14;22:25;15;02:30;15;04:10
S012;289;51.0;335.0;10.5;0;0;0;12;02:00;0.0;0.0;2.92;2.92;0.0;0.08;0.08;39.083333333333336;12;03:25;13;21:17;BERÇO BTP 2;BTP;BERÇO BTP 3;12;04:55;12;06:40;12;06:40;13;21:45;13;21:50;13;23:15
S012;290;23.0;164.34;7.8;0;0;0;12;03:00;0.0;0.0;2.17;2.17;0.83;0.5;1.33;29.583333333333332;12;04:45;13;13:00;BERÇO DOW;DOW;BERÇO DOW;12;05:10;12;05:50;12;05:50;13;11:25;13;12:45;13;13:45
S012;291;30.0;199.2;9.67;0;0;0;12;05:00;0.0;0.0;0.0;0.0;0.0;2.83;2.83;119.33333333333333;12;06:25;17;11:55;BERÇO CS 01;OUTROS_SABOO;BERÇO CS 01;12;05:00;12;06:20;12;06:20;17;05:40;17;08:30;17;10:10
S012;292;32.0;223.88;7.2;0;1;0;12;05:30;0.0;0.0;0.08;0.08;0.0;0.0;0.0;11.5;12;06:25;12;17:55;BERÇO OUT 1;CONCAIS;BERÇO ARM 31/32;12;05:35;12;06:45;12;06:45;12;18:15;12;18:15;12;19:25
S012;293;40.0;182.9;9.65;0;0;0;12;06:30;114.0;0.0;0.0;114.0;0.0;0.83;0.83;66.91666666666667;18;00:06;21;12:22;BERÇO IB OE;AGEO_TERMINAIS;BERÇO IB BC;17;00:30;17;01:50;17;01:50;19;20:45;19;21:35;19;23:15
S012;294;32.0;239.3;7.6;0;1;0;12;06:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.5;12;07:35;12;19:05;BERÇO ARM 25;CONCAIS;BERÇO OUT 1;12;06:30;12;07:45;12;07:45;12;19:15;12;19:15;12;20:10
S012;295;37.0;228.0;10.4;0;0;0;12;11:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.25;12;16:57;13;12:20;BERÇO DPW 1;DPW - CGC;BERÇO DPW 1;12;11:00;12;12:15;12;12:15;13;04:30;13;04:30;13;06:05
S012;296;32.0;199.97;8.2;0;0;1;12;14:00;9.17;0.0;0.08;9.25;0.0;1.58;1.58;48.166666666666664;14;03:50;16;07:15;BERÇO TEV;TEV;BERÇO TEV;12;23:15;13;00:10;13;00:10;15;00:20;15;01:55;15;03:10
S012;298;48.0;330.0;14.5;0;0;0;12;16:30;38.5;0.0;0.0;38.5;0.0;1.67;1.67;19.583333333333332;15;13:35;16;11:52;BERÇO BTP 3;BTP;BERÇO BTP 1;14;07:00;14;08:25;14;08:25;15;04:00;15;05:40;15;07:25
S012;300;32.2;182.9;10.2;0;0;0;12;20:56;0.0;0.0;0.0;0.0;0.0;3.08;3.08;48.583333333333336;12;22:05;15;08:48;BERÇO IB OE;AGEO_TERMINAIS;BERÇO IB OE;12;21:00;12;22:40;12;22:40;14;23:15;15;02:20;15;03:40
S012;301;27.0;183.0;7.5;0;0;0;12;23:24;24.58;0.0;0.33;24.92;0.17;4.75;4.92;13.166666666666666;15;12:54;16;08:25;BERÇO AL 01;TRANSPETRO;BERÇO AL 01;14;00:20;14;02:10;14;02:10;14;15:20;14;20:15;14;21:45
S012;302;30.0;210.54;8.8;0;0;0;13;05:03;1.58;41.92;0.0;43.5;0.0;0.75;0.75;21.916666666666668;13;09:00;14;10:12;BERÇO DPW 2;DPW - CGC;BERÇO DPW 1;15;00:35;15;01:50;15;01:50;15;23:45;16;00:30;16;02:05
S012;303;30.0;179.99;7.0;0;0;0;13;06:30;0.0;0.0;0.42;0.42;0.0;0.0;0.0;58.083333333333336;13;09:25;16;00:05;BERÇO ARM 29;OUTROS_MACUCO;BERÇO ARM 32;13;06:55;13;08:05;13;08:05;15;18:10;15;18:10;15;19:00
S012;304;35.0;223.98;8.61;0;0;0;13;12:00;108.0;10.83;0.83;119.67;0.0;1.42;1.42;8.416666666666666;19;07:22;19;22:30;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 3;18;11:40;18;12:30;18;12:30;18;20:55;18;22:20;18;23:30
S012;305;33.0;189.94;6.53;0;0;0;13;12:00;0.42;0.0;1.5;1.92;0.0;0.0;0.0;134.16666666666666;13;20:00;19;14:00;BERÇO ARM 33;OUTROS_MACUCO;BERÇO ARM 33;13;13:55;13;14:45;13;14:45;19;04:55;19;04:55;19;06:05
S012;306;25.0;156.53;7.8;0;0;0;13;12:30;0.17;0.0;1.17;1.33;0.0;0.42;0.42;38.083333333333336;14;00:30;16;03:35;BERÇO IB SP;AGEO_TERMINAIS;BERÇO Ageo I;13;13:50;13;15:30;13;15:30;15;05:35;15;06:00;15;07:20
S012;307;25.0;182.47;8.0;0;0;0;13;13:00;0.0;0.0;0.0;0.0;0.0;0.17;0.17;20.916666666666668;14;01:50;15;02:10;BERÇO TECON 1.1;SANTOSBR;BERÇO TECON 2;13;13:00;13;13:50;13;13:50;14;10:45;14;10:55;14;12:05
S012;308;32.0;199.98;6.26;0;0;0;13;13:18;0.17;0.0;0.75;0.92;0.0;0.17;0.17;35.333333333333336;14;02:40;15;17:40;BERÇO ARM 16/17;TGRAO;BERÇO OUT 3;13;14:15;13;15:30;13;15:30;15;02:50;15;03:00;15;03:55
S012;309;37.0;215.4;7.0;0;0;0;13;17:15;0.0;0.0;0.42;0.42;0.0;2.42;2.42;48.416666666666664;13;18:05;15;20:20;BERÇO ARM 35P2;OUTROS_MACUCO;BERÇO ARM 31;13;17:40;13;18:50;13;18:50;15;19:15;15;21:40;15;22:30
S012;310;48.0;300.0;10.8;0;0;0;13;17:30;0.0;0.0;0.0;0.0;0.0;0.17;0.17;15.916666666666666;14;21:26;15;17:40;BERÇO TECON 3;SANTOSBR;BERÇO TECON 1.2;13;17:30;13;18:20;13;18:20;14;10:15;14;10:25;14;11:35
S012;311;51.0;336.0;10.2;0;0;0;13;18:12;5.75;0.0;0.42;6.17;0.0;0.33;0.33;43.166666666666664;15;21:48;17;20:43;BERÇO TECON 3;SANTOSBR;BERÇO TECON 3;14;00:25;14;01:35;14;01:35;15;20:45;15;21:05;15;21:55
S012;312;32.25;294.1;12.55;0;0;0;13;19:00;0.0;0.83;0.0;0.83;0.0;0.67;0.67;27.916666666666668;13;21:04;15;02:44;BERÇO DPW 1;DPW - CGC;BERÇO DPW 1;13;19:50;13;21:05;13;21:05;15;01:00;15;01:40;15;03:15
S012;313;32.0;225.0;6.98;0;0;0;14;00:24;119.58;0.0;0.33;119.92;0.0;0.0;0.0;198.5;20;12:20;29;00:45;BERÇO ARM 12A;OUTROS_PAQUETA;BERÇO ARM 12A;19;00:20;19;01:45;19;01:45;27;08:15;;;;;;
S012;314;40.0;278.94;11.0;0;0;0;14;00:36;73.17;11.92;3.42;88.5;0.0;0.0;0.0;24.583333333333332;18;00:35;19;03:43;BERÇO DPW 1;DPW - CGC;BERÇO DPW 2;17;17:10;17;18:25;17;18:25;18;19:00;18;19:00;18;20:35
